Symbol,Short Name,"Close (D)
[Trade Date] 2022-02-09
[Price Type] Yield",FULL,"Closing Price (Net)
[Trade Date] 2022-02-09","Estimated Clean Price (SHCH)
[Date] 2022-02-09","Estimated Yield (SHCH)
[Date] 2022-02-09","Estimated Dirty Price (SHCH)
[Date] 2022-02-09","Estimated Yield (CSI)
[Date] 2022-02-09
[Credibility] Recommended","Estimated Clean Price (CSI)
[Date] 2022-02-09
[Credibility] Recommended","Estimated Dirty Price (CSI)
[Date] 2022-02-09
[Credibility] Recommended",Dated Date,"Remaining Maturity (Year)
[Date] Most Recent
[Unit] Yearly",Initial Face Value,"Bond Latest Face Value
[Trade Date] Last Closing Day",Latest Bond Rating,Maturity Date,Coupon Type,Interest Accrual Method,Coupon Description,Coupon Frequency,COUPON_DATE,"Bond Term (Year)
[Unit] Yearly",Maturities (Text),Interest Reference,Coupon Date Description,"Bond Term (Year)
[Unit] Yearly","Issue Amount
[Unit] (100M)"
163137.SH,CCT 3.55% B230120,2.8064,100.8742,100.67,100.8278,2.6444,101.032,,,,1/20/2020,0.9452,100,100,AAA,1/20/2023,Fixed Interest Rate,Simple interest,3.55%,1,1月20日,3,3,A/365F,"Pay interest on January 20 every year, and holidays are postponed",3,50
130507.SH,MOF (HEBEI) 3.54% B220918,3.4751,101.4063,100,100.9747,1.8782,102.381,,,,9/18/2015,0.6055,100,100,AAA,9/18/2022,Fixed Interest Rate,Simple interest,3.54%,1,9月18日,7,7,A/365,"Pay interest on September 18 each year, and holidays are postponed",7,140
188683.SH,21 Yizhuang 06,3.7176,100.7627,99.24,100.7577,3.3549,102.2804,,,,9/6/2021,4.5726,100,100,AAA,9/6/2026,Fixed Interest Rate,Simple interest,3.54%,1,9月6日,5,5,A/365F,"Pay interest on September 6 every year, and holidays are postponed",5,7
130449.SH,MOF (HENAN) 3.54% B220901,3.4681,101.5712,100,100.8924,1.8889,102.4636,,,,9/1/2015,0.5589,100,100,AAA,9/1/2022,Fixed Interest Rate,Simple interest,3.54%,1,9月1日,7,7,A/365,The interest payment holiday will be postponed on September 1 every year,7,76.6
130453.SH,MOF (HENAN) 3.54% B220901,3.4681,101.5712,100,100.876,1.9181,102.4471,,,,9/1/2015,0.5589,100,100,AAA,9/1/2022,Fixed Interest Rate,Simple interest,3.54%,1,9月1日,7,7,A/365,The interest payment holiday will be postponed on September 1 every year,7,47
188563.SH,21 Luqiao Y2,5.4874,100.9409,99.36,101.1291,3.0681,102.7099,,,,8/31/2021,2.5562,100,100,AAA,8/31/2024,Fixed Interest Rate,Simple interest,3.54%,1,8月31日,3,3+N,A/365F,"Pay interest on August 31 every year, and postpone holidays",3,5
188613.SH,21 Yanmei Y4,5.393,101.6876,100,100.251,3.4282,101.9385,,,,8/20/2021,2.526,100,100,AAA,8/20/2024,Fixed Interest Rate,Simple interest,3.54%,1,8月20日,3,3+N,A/365F,The interest payment holiday will be postponed on August 20 every year,3,10
188532.SH,21 Yangzhou 02,3.5193,101.767,100.06,99.9501,3.5484,101.6571,,,,8/18/2021,4.5205,100,100,AAA,8/18/2026,Fixed Interest Rate,Simple interest,3.54%,1,8月18日,5,5,A/365F,The interest payment holiday will be postponed on August 18 every year,5,15
188516.SH,E-TOWN CAPITAL 3.54% B260805,3.5339,101.833,100,100.8357,3.3327,102.6687,,,,8/5/2021,4.4849,100,100,AAA,8/5/2026,Fixed Interest Rate,Simple interest,3.54%,1,8月5日,5,5,A/365F,"Pay interest on August 5 every year, and postpone holidays",5,15
152987.SH,GUANGDONG GW HOLDINGS GROUP 3.54% B240803,3.9598,100.8524,99,100.7691,3.2061,102.6215,,,,8/3/2021,2.4795,100,100,AAA,8/3/2024,Fixed Interest Rate,Simple interest,3.54%,1,8月3日,3,3,A/365,"Pay interest on August 3 every year, and postpone holidays",3,15
163751.SH,FUJIAN EXPRESSWAY 3.54% B220727,3.8867,101.7203,99.8,100.3652,2.6806,102.2855,,,,7/27/2020,0.4603,100,100,AA+,7/27/2022,Fixed Interest Rate,Simple interest,3.54%,1,7月27日,2,2,A/365F,"Pay interest on July 27 every year, and postpone holidays",2,6
147769.SH,MOF (FUJIAN) 3.54% B230720,3.522,101.9882,100,101.6883,2.3258,103.6765,,,,7/20/2018,1.4411,100,100,AAA,7/20/2023,Fixed Interest Rate,Simple interest,3.54%,1,7月20日,5,5,A/365,"Pay interest on July 20 every year, and holidays are postponed",5,63.3957
155522.SH,GDPD 3.54% B220715,2.4277,102.4767,100.44,100.4612,2.3942,102.4979,,,,7/15/2019,0.4274,100,100,AAA,7/15/2022,Fixed Interest Rate,Simple interest,3.54%,1,7月15日,3,3,A/365F,"Pay interest on July 15 each year, and holidays are postponed",3,10
130281.SH,MOF (GUIZHOU) 3.54% B220706,3.4428,102.124,100,100.668,1.8193,102.792,,,,7/6/2015,0.4027,100,100,AAA,7/6/2022,Fixed Interest Rate,Simple interest,3.54%,1,7月6日,7,7,A/365,The interest payment will be postponed on July 6 every year,7,120
130273.SH,MOF (DALIAN) 3.54% B220703,3.4413,102.1531,100,100.6684,1.7837,102.8215,,,,7/3/2015,0.3945,100,100,AAA,7/3/2022,Fixed Interest Rate,Simple interest,3.54%,1,7月3日,7,7,A/365,The interest payment will be postponed on the 3rd of July every year,7,19
130277.SH,MOF (DALIAN) 3.54% B220703,3.4413,102.1531,100,100.6673,1.7865,102.8203,,,,7/3/2015,0.3945,100,100,AAA,7/3/2022,Fixed Interest Rate,Simple interest,3.54%,1,7月3日,7,7,A/365,The interest payment will be postponed on the 3rd of July every year,7,2.4
130246.SH,MOF (LIAONING) 3.54% B220623,3.4362,102.2501,100,100.6016,1.8365,102.8517,,,,6/23/2015,0.3671,100,100,AAA,6/23/2022,Fixed Interest Rate,Simple interest,3.54%,1,6月23日,7,7,A/365,"Pay interest on June 23 every year, and postpone holidays",7,109
130250.SH,MOF (YUNNAN) 3.54% B220623,3.4362,102.2501,100,100.6259,1.7715,102.8759,,,,6/23/2015,0.3671,100,100,AAA,6/23/2022,Fixed Interest Rate,Simple interest,3.54%,1,6月23日,7,7,A/365,"Pay interest on June 23 every year, and postpone holidays",7,80
163486.SH,YUYAO CITY INVESTMENT 3.54% B250428,3.5333,102.7932,100,100.9055,3.2354,103.6987,,,,4/28/2020,3.2137,100,100,AA+,4/28/2025,Fixed Interest Rate,Simple interest,3.54%,1,4月28日,5,5,A/365F,The annual interest payment holiday will be postponed on April 28th,5,5
127945.SH,CR 3.54% B310422,3.5375,102.8514,100,102.9234,3.1674,105.7748,,,,4/22/2021,9.1973,100,100,AAA,4/22/2031,Fixed Interest Rate,Simple interest,3.54%,1,4月22日,10,10,A/365,"Interest is paid on April 22 every year, holidays are postponed",10,50
163446.SH,20 QuanZhou 01,3.8288,102.0299,99.13,100.7334,3.2905,103.6333,,,,4/17/2020,3.1836,100,100,AAA,4/17/2025,Fixed Interest Rate,Simple interest,3.54%,1,4月17日,5,5,A/365F,The interest payment holiday is postponed on April 17 every year,5,10
127943.SH,CR 3.54% B310412,3.5376,102.9484,100,103.101,3.1443,106.0494,,,,4/12/2021,9.1699,100,100,AAA,4/12/2031,Fixed Interest Rate,Simple interest,3.54%,1,4月12日,10,10,A/365,"Pay interest on April 12 every year, and postpone holidays",10,50
157345.SH,MOF (SHANXI) 3.54% B260412,3.5352,102.9484,100,103.6973,2.5909,106.6457,,,,4/12/2019,4.1699,100,100,AAA,4/12/2026,Fixed Interest Rate,Simple interest,3.54%,1,4月12日,7,7,A/365,"Pay interest on April 12 every year, and postpone holidays",7,24
157349.SH,MOF (SHANXI) 3.54% B260412,3.5352,102.9484,100,103.6973,2.5909,106.6457,,,,4/12/2019,4.1699,100,100,AAA,4/12/2026,Fixed Interest Rate,Simple interest,3.54%,1,4月12日,7,7,A/365,"Pay interest on April 12 every year, and postpone holidays",7,9.97
157354.SH,MOF (SHANXI) 3.54% B260412,3.5352,102.9484,100,103.6973,2.5909,106.6457,,,,4/12/2019,4.1699,100,100,AAA,4/12/2026,Fixed Interest Rate,Simple interest,3.54%,1,4月12日,7,7,A/365,"Pay interest on April 12 every year, and postpone holidays",7,2.73
163936.SH,HUAFA DEVELOPMENT 3.54% B230316,5.9888,103.2102,100,99.5205,3.9914,102.7307,,,,3/16/2020,1.0959,100,100,AAA,3/16/2023,Fixed Interest Rate,Simple interest,3.54%,1,3月16日,3,3+N,A/365F,"Interest is paid on March 16 every year, holidays are postponed",3,10
185156.SH,21cccc Y4,4.5502,100.5029,100,99.87,3.5579,100.3729,,,,12/20/2021,4.8603,100,100,AAA,12/20/2026,Fixed Interest Rate,Simple interest,3.53%,1,12月20日,5,5+N,A/365F,"Pay interest on December 20 every year, and postpone holidays",5,5
185074.SH,21 lutie G2,3.5256,100.677,100,99.3277,3.6828,100.0047,,,,12/2/2021,4.811,100,100,AAA,12/2/2026,Fixed Interest Rate,Simple interest,3.53%,1,12月2日,5,5,A/365F,"Interest is paid on December 2 each year, holidays are postponed",5,20
188934.SH,21 Longsheng 05,3.5165,101.0155,100,100.8261,3.0211,101.8416,,,,10/28/2021,1.7151,100,100,AAA,10/28/2023,Fixed Interest Rate,Simple interest,3.53%,1,10月28日,2,2,A/365F,"Pay interest on October 28 every year, and postpone holidays",2,10
127922.SH,19Tiedao  15,3.5212,101.0542,100,102.6997,2.4809,103.7539,,,,10/24/2019,2.7041,100,100,AAA,10/24/2024,Fixed Interest Rate,Simple interest,3.53%,1,10月24日,5,5,A/365,"Interest is paid on October 24 every year, holidays are postponed",5,120
160996.SH,MOF (HUBEI) 3.53% B271020,3.5255,101.0928,100,104.0226,2.7546,105.1154,,,,10/20/2020,5.6932,100,100,AAA,10/20/2027,Fixed Interest Rate,Simple interest,3.53%,1,10月20日,7,7,A/365,"Pay interest on October 20 each year, and postpone holidays",7,39.03
160999.SH,MOF (HUBEI) 3.53% B271020,3.5255,101.0928,100,104.0226,2.7546,105.1154,,,,10/20/2020,5.6932,100,100,AAA,10/20/2027,Fixed Interest Rate,Simple interest,3.53%,1,10月20日,7,7,A/365,"Pay interest on October 20 each year, and postpone holidays",7,11.06
173503.SH,MOF (HUBEI) 3.53% B271020,3.5233,101.0928,100,103.1924,2.6026,104.2853,,,,10/20/2020,5.6932,100,100,AAA,10/20/2027,Fixed Interest Rate,Simple interest,3.53%,1,10月20日,7,5.0022,A/365,"Pay interest on October 20 each year, and postpone holidays",7,0.22
130531.SH,MOF (QINGHAI) 3.53% B220925,3.4683,101.3346,100,100.9648,1.9341,102.2995,,,,9/25/2015,0.6247,100,100,AAA,9/25/2022,Fixed Interest Rate,Simple interest,3.53%,1,9月25日,7,7,A/365,"Pay interest on September 25 each year, and holidays are postponed",7,8
130517.SH,MOF (YUNNAN) 3.53% B220922,3.4671,101.3636,100,100.9423,1.9496,102.3059,,,,9/22/2015,0.6164,100,100,AAA,9/22/2022,Fixed Interest Rate,Simple interest,3.53%,1,9月22日,7,7,A/365,The interest payment will be postponed on September 22 every year,7,50
130521.SH,MOF (YUNNAN) 3.53% B220922,3.4671,101.3636,100,100.9423,1.9496,102.3059,,,,9/22/2015,0.6164,100,100,AAA,9/22/2022,Fixed Interest Rate,Simple interest,3.53%,1,9月22日,7,7,A/365,The interest payment will be postponed on September 22 every year,7,42
130465.SH,MOF (NINGXIA) 3.53% B220909,3.4617,101.4894,100,100.9333,1.8703,102.4226,,,,9/9/2015,0.5808,100,100,AAA,9/9/2022,Fixed Interest Rate,Simple interest,3.53%,1,9月9日,7,7,A/365,"Pay interest on September 9 each year, and holidays are postponed",7,10
155663.SH,19 national control 01,3.4601,101.5281,100,100.5237,2.5541,102.0518,,,,9/5/2019,0.5699,100,100,AAA,9/5/2022,Fixed Interest Rate,Simple interest,3.53%,1,9月5日,3,3,A/365F,The interest payment holiday is postponed on September 5 every year,3,40
188542.SH,21 shounong Y2,5.5202,100.9405,99.19,99.9304,3.553,101.6809,,,,8/13/2021,2.5068,100,100,AAA,8/13/2024,Fixed Interest Rate,Simple interest,3.53%,1,8月13日,3,3+N,A/365F,"Pay interest on August 13 every year, and postpone holidays",3,20
163903.SH,HAITONG SECURITIES 3.53% B230811,2.7775,102.8398,101.07,101.2573,2.6551,103.0272,,,,8/11/2020,1.5014,100,100,AAA,8/11/2023,Fixed Interest Rate,Simple interest,3.53%,1,8月11日,3,3,A/365F,"Pay interest on August 11 every year, and postpone holidays",3,60
188404.SH,SINOCHEM 3.53% B260719,3.5239,101.9923,100,101.8681,3.0699,103.8603,,,,7/19/2021,4.4384,100,100,AAA,7/19/2026,Fixed Interest Rate,Simple interest,3.53%,1,7月19日,5,5,A/365F,"Interest shall be paid on July 19 every year, and holidays shall be postponed accordingly",5,10
173060.SH,MOF (NINGXIA) 3.53% B301229,3.5285,100.4159,100,103.9768,3.016,104.3939,,,,12/29/2020,8.8849,100,100,AAA,12/29/2030,Fixed Interest Rate,Simple interest,3.53%,2,6月29日,10,10,A/365,"Pay interest on December 29 and June 29 each year, and holidays are postponed",10,30
173061.SH,MOF (NINGXIA) 3.53% B301229,3.5285,100.4159,100,103.9768,3.016,104.3939,,,,12/29/2020,8.8849,100,100,AAA,12/29/2030,Fixed Interest Rate,Simple interest,3.53%,2,6月29日,10,10,A/365,"Pay interest on December 29 and June 29 each year, and holidays are postponed",10,25
130254.SH,MOF (QINGDAO) 3.53% B220624,3.4272,102.2341,100,100.6421,1.7312,102.8762,,,,6/24/2015,0.3699,100,100,AAA,6/24/2022,Fixed Interest Rate,Simple interest,3.53%,1,6月24日,7,7,A/365,The interest payment holiday is postponed on June 24 every year,7,8.4
130258.SH,MOF (HAINAN) 3.53% B220624,3.4272,102.2341,100,100.6402,1.7364,102.8742,,,,6/24/2015,0.3699,100,100,AAA,6/24/2022,Fixed Interest Rate,Simple interest,3.53%,1,6月24日,7,7,A/365,The interest payment holiday is postponed on June 24 every year,7,24.3
157444.SH,MOF (SHANGHAI) 3.53% B260618,3.524,102.2921,100,103.7445,2.6059,106.0366,,,,6/18/2019,4.3534,100,100,AAA,6/18/2026,Fixed Interest Rate,Simple interest,3.53%,1,6月18日,7,7,A/365,"Pay interest on June 18 each year, and holidays are postponed",7,15
157447.SH,MOF (GUANGDONG) 3.53% B260618,3.524,102.2921,100,103.5421,2.6546,105.8342,,,,6/18/2019,4.3534,100,100,AAA,6/18/2026,Fixed Interest Rate,Simple interest,3.53%,1,6月18日,7,7,A/365,"Pay interest on June 18 each year, and holidays are postponed",7,71
157449.SH,MOF (GUANGDONG) 3.53% B260618,3.524,102.2921,100,103.5421,2.6546,105.8342,,,,6/18/2019,4.3534,100,100,AAA,6/18/2026,Fixed Interest Rate,Simple interest,3.53%,1,6月18日,7,7,A/365,"Pay interest on June 18 each year, and holidays are postponed",7,48.71
157468.SH,MOF (SHENZHEN) 3.53% B260618,3.524,102.2921,100,103.7635,2.6013,106.0556,,,,6/18/2019,4.3534,100,100,AAA,6/18/2026,Fixed Interest Rate,Simple interest,3.53%,1,6月18日,7,7,A/365,"Pay interest on June 18 each year, and holidays are postponed",7,6
157425.SH,MOF (HAINAN) 3.53% B260614,3.5241,102.3308,100,104.2774,2.4759,106.6082,,,,6/14/2019,4.3425,100,100,AAA,6/14/2026,Fixed Interest Rate,Simple interest,3.53%,1,6月14日,7,7,A/365,The interest payment holiday is postponed on June 14 every year,7,10.5
157431.SH,MOF (SHANXI) 3.53% B260614,3.5241,102.3308,100,103.7271,2.608,106.0579,,,,6/14/2019,4.3425,100,100,AAA,6/14/2026,Fixed Interest Rate,Simple interest,3.53%,1,6月14日,7,7,A/365,The interest payment holiday is postponed on June 14 every year,7,61
157435.SH,MOF (SHANXI) 3.53% B260614,3.5241,102.3308,100,103.7271,2.608,106.0579,,,,6/14/2019,4.3425,100,100,AAA,6/14/2026,Fixed Interest Rate,Simple interest,3.53%,1,6月14日,7,7,A/365,The interest payment holiday is postponed on June 14 every year,7,2.2
157438.SH,MOF (SHANXI) 3.53% B260614,3.5241,102.3308,100,103.7271,2.608,106.0579,,,,6/14/2019,4.3425,100,100,AAA,6/14/2026,Fixed Interest Rate,Simple interest,3.53%,1,6月14日,7,7,A/365,The interest payment holiday is postponed on June 14 every year,7,11.69
130207.SH,MOF (HEBEI) 3.53% B220611,3.4203,102.3598,100,100.5824,1.7224,102.9422,,,,6/11/2015,0.3342,100,100,AAA,6/11/2022,Fixed Interest Rate,Simple interest,3.53%,1,6月11日,7,7,A/365,"Pay interest on June 11 every year, and holidays are postponed",7,141
157737.SH,MOF (TIANJIN) 3.53% B260610,3.5241,102.3695,100,103.7384,2.6031,106.1079,,,,6/10/2019,4.3315,100,100,AAA,6/10/2026,Fixed Interest Rate,Simple interest,3.53%,1,6月10日,7,7,A/365,"Pay interest on June 10 every year, and holidays are postponed",7,1
188153.SH,CAPITAL GROUP 3.53% B240526,3.3954,102.7845,100.27,101.5339,2.8236,104.0484,,,,5/26/2021,2.2904,100,100,AAA,5/26/2024,Fixed Interest Rate,Simple interest,3.53%,1,5月26日,3,3,A/365F,"Pay interest on May 26 each year, and holidays are postponed",3,25
157376.SH,MOF (NINGBO) 3.53% B290523,3.5289,100.764,100,104.2267,2.8819,104.9971,,,,5/23/2019,7.2822,100,100,AAA,5/23/2029,Fixed Interest Rate,Simple interest,3.53%,2,5月23日,10,10,A/365,"Pay interest on May 23 and November 23 every year, and holidays are postponed",10,17.6171
157378.SH,MOF (NINGBO) 3.53% B290523,3.5289,100.764,100,104.2267,2.8819,104.9971,,,,5/23/2019,7.2822,100,100,AAA,5/23/2029,Fixed Interest Rate,Simple interest,3.53%,2,5月23日,10,10,A/365,"Pay interest on May 23 and November 23 every year, and holidays are postponed",10,12.5438
157379.SH,MOF (NINGBO) 3.53% B290523,3.5289,100.764,100,104.2267,2.8819,104.9971,,,,5/23/2019,7.2822,100,100,AAA,5/23/2029,Fixed Interest Rate,Simple interest,3.53%,2,5月23日,10,10,A/365,"Pay interest on May 23 and November 23 every year, and holidays are postponed",10,7
173037.SH,MOF (LIAONING) 3.53% B301120,3.5291,100.793,100,104.0366,3.0028,104.8362,,,,11/20/2020,8.7781,100,100,AAA,11/20/2030,Fixed Interest Rate,Simple interest,3.53%,2,5月20日,10,10,A/365,"Pay interest on November 20 and May 20 each year, and holidays are postponed",10,33.1036
188079.SH,PPMG 3.53% B240428,3.1696,103.5253,100.74,101.5882,2.7756,104.3736,,,,4/28/2021,2.2137,100,100,AAA,4/28/2024,Fixed Interest Rate,Simple interest,3.53%,1,4月28日,3,3,A/365F,The annual interest payment holiday will be postponed on April 28th,3,10
130508.SH,MOF (HEBEI) 3.53% B250918,3.5298,101.4023,100,103.4465,2.5218,104.8605,,,,9/18/2015,3.6055,100,100,AAA,9/18/2025,Fixed Interest Rate,Simple interest,3.53%,2,3月18日,10,10,A/365,"Pay interest on September 18 and March 18 each year, and holidays are postponed",10,49.45
163938.SH,20 China Nuclear Y4,5.092,103.2592,100,101.539,2.9976,104.7982,,,,3/10/2020,3.0795,100,100,AAA,3/10/2025,Fixed Interest Rate,Simple interest,3.53%,1,3月10日,5,5+N,A/365F,"Interest is paid on March 10 every year, holidays are postponed",5,20
130450.SH,MOF (HENAN) 3.53% B250901,3.5305,101.5667,100,103.2898,2.5551,104.8695,,,,9/1/2015,3.5589,100,100,AAA,9/1/2025,Fixed Interest Rate,Simple interest,3.53%,2,3月1日,10,10,A/365,"Pay interest on September 1st and March 1st every year, and holidays are postponed",10,51
130454.SH,MOF (HENAN) 3.53% B250901,3.5305,101.5667,100,103.2898,2.5551,104.8695,,,,9/1/2015,3.5589,100,100,AAA,9/1/2025,Fixed Interest Rate,Simple interest,3.53%,2,3月1日,10,10,A/365,"Pay interest on September 1st and March 1st every year, and holidays are postponed",10,31.4
130343.SH,MOF (GUANGDONG) 3.53% B250722,3.527,100.1838,100,102.8551,2.6575,103.0404,,,,7/22/2015,3.4466,100,100,AAA,7/22/2025,Fixed Interest Rate,Simple interest,3.53%,2,1月22日,10,10,A/365,The interest payment on July 22 and January 22 of each year will be postponed,10,77.7
173085.SH,MOF (LIAONING) 3.53% B310120,3.5287,100.2031,100,103.8835,3.0308,104.0883,,,,1/20/2021,8.9452,100,100,AAA,1/20/2031,Fixed Interest Rate,Simple interest,3.53%,2,1月20日,10,10,A/365,"Pay interest on January 20 and July 20 each year, and holidays are postponed",10,101
175638.SH,CMS 3.53% B240118,3.0651,101.0724,100.85,101.6627,2.6368,101.8852,,,,1/18/2021,1.9397,100,100,AAA,1/18/2024,Fixed Interest Rate,Simple interest,3.53%,1,1月18日,3,3,A/365,"Pay interest on January 18 each year, and holidays are postponed",3,45
155830.SH,19HaiTong 02,3.2522,101.009,100.17,100.7501,2.4955,101.5891,,,,11/15/2019,0.7644,100,100,AAA,11/15/2022,Fixed Interest Rate,Simple interest,3.52%,1,11月15日,3,3,A/365F,"Pay interest on November 15 every year, and holidays are postponed",3,45
188883.SH,21 Tietou 01,3.2001,101.899,100.79,101.6853,2.8548,102.7944,,,,10/18/2021,2.6877,100,100,AAA,10/18/2024,Fixed Interest Rate,Simple interest,3.52%,1,10月18日,3,3,A/365F,"Pay interest on October 18 each year, and holidays are postponed",3,20
130269.SH,MOF (SHANDONG) 3.52% B220629,-1.1022,103.9595,101.78,100.6527,1.7564,102.8322,,,,6/29/2015,0.3836,100,100,AAA,6/29/2022,Fixed Interest Rate,Simple interest,3.52%,1,6月29日,7,7,A/365,The interest payment holiday is postponed every year on June 29,7,107
173048.SH,MOF (SHANXI) 3.52% B301224,3.518,100.4629,100,104.0771,2.8591,104.5413,,,,12/24/2020,8.8712,100,100,AAA,12/24/2030,Fixed Interest Rate,Simple interest,3.52%,2,6月24日,10,8.0044,A/365,"Pay interest on December 24 and June 24 each year, and holidays are postponed",10,153
130226.SH,MOF (JIANGXI) 3.52% B220616,3.4135,102.3049,100,100.6175,1.6819,102.9224,,,,6/16/2015,0.3479,100,100,AAA,6/16/2022,Fixed Interest Rate,Simple interest,3.52%,1,6月16日,7,7,A/365,"Pay interest on June 16 each year, and holidays are postponed",7,125.1
130230.SH,MOF (NINGXIA) 3.52% B220616,3.4135,102.3049,100,100.6,1.7317,102.9048,,,,6/16/2015,0.3479,100,100,AAA,6/16/2022,Fixed Interest Rate,Simple interest,3.52%,1,6月16日,7,7,A/365,"Pay interest on June 16 each year, and holidays are postponed",7,21
173526.SH,20Shanghai 27,3.5185,100.5497,100,103.9559,3.0069,104.5071,,,,12/15/2020,8.8466,100,100,AAA,12/15/2030,Fixed Interest Rate,Simple interest,3.52%,2,6月15日,10,10,A/365,"Pay interest on December 15 and June 15 each year, and holidays are postponed",10,46.9
130215.SH,MOF (SHANXI) 3.52% B220615,3.4131,102.3145,100,100.575,1.7894,102.8895,,,,6/15/2015,0.3452,100,100,AAA,6/15/2022,Fixed Interest Rate,Simple interest,3.52%,1,6月15日,7,7,A/365,"Pay interest on June 15 each year, and holidays are postponed",7,48
130222.SH,MOF (GUANGDONG) 3.52% B220615,3.4131,102.3145,100,100.5897,1.7475,102.9042,,,,6/15/2015,0.3452,100,100,AAA,6/15/2022,Fixed Interest Rate,Simple interest,3.52%,1,6月15日,7,7,A/365,"Pay interest on June 15 each year, and holidays are postponed",7,93
157752.SH,MOF (GANSU) 3.52% B260612,3.5141,102.3435,100,103.6846,2.6074,106.0281,,,,6/12/2019,4.337,100,100,AAA,6/12/2026,Fixed Interest Rate,Simple interest,3.52%,1,6月12日,7,7,A/365,The interest payment holiday will be postponed on June 12 every year,7,67.717
130211.SH,MOF (JILIN) 3.52% B220612,3.4113,102.3435,100,100.5834,1.7242,102.9268,,,,6/12/2015,0.337,100,100,AAA,6/12/2022,Fixed Interest Rate,Simple interest,3.52%,1,6月12日,7,7,A/365,The interest payment holiday will be postponed on June 12 every year,7,68.7
130219.SH,MOF (HEBEI) 3.52% B220612,3.4113,102.3435,100,100.5834,1.7242,102.9268,,,,6/12/2015,0.337,100,100,AAA,6/12/2022,Fixed Interest Rate,Simple interest,3.52%,1,6月12日,7,7,A/365,The interest payment holiday will be postponed on June 12 every year,7,6.4
173045.SH,20 Guangdong 97,3.518,100.6172,100,104.0164,2.8649,104.6353,,,,12/8/2020,8.8274,100,100,AAA,12/8/2030,Fixed Interest Rate,Simple interest,3.52%,2,6月8日,10,8.0044,A/365,The interest payment on December 8 and June 8 will be postponed every year,10,100
188124.SH,CNBM 3.52% B240524,5.308,103.3667,100.84,101.1554,2.9839,103.6821,,,,5/24/2021,2.2849,100,100,AAA,5/24/2024,Fixed Interest Rate,Simple interest,3.52%,1,5月24日,3,3+N,A/365F,"Pay interest on May 24 every year, and postpone holidays",3,10
157346.SH,MOF (SHANXI) 3.52% B290412,3.5184,101.1669,100,104.126,2.8784,105.2961,,,,4/12/2019,7.1699,100,100,AAA,4/12/2029,Fixed Interest Rate,Simple interest,3.52%,2,4月12日,10,10,A/365,"Pay interest on April 12 and October 12 every year, and postpone holidays",10,24
157350.SH,MOF (SHANXI) 3.52% B290412,3.5184,101.1669,100,104.126,2.8784,105.2961,,,,4/12/2019,7.1699,100,100,AAA,4/12/2029,Fixed Interest Rate,Simple interest,3.52%,2,4月12日,10,10,A/365,"Pay interest on April 12 and October 12 every year, and postpone holidays",10,20.76
157355.SH,MOF (SHANXI) 3.52% B290412,3.5184,101.1669,100,104.126,2.8784,105.2961,,,,4/12/2019,7.1699,100,100,AAA,4/12/2029,Fixed Interest Rate,Simple interest,3.52%,2,4月12日,10,10,A/365,"Pay interest on April 12 and October 12 every year, and postpone holidays",10,6.71
175965.SH,SDIC 3.52% B240412,3.1534,103.6717,100.74,101.7133,2.6924,104.645,,,,4/12/2021,2.1699,100,100,AAA,4/12/2024,Fixed Interest Rate,Simple interest,3.52%,1,4月12日,3,3,A/365F,"Pay interest on April 12 every year, and postpone holidays",3,20
163349.SH,20 ZhongLv 01,3.3433,103.5957,100.5,101.4171,3.0352,104.5128,,,,3/26/2020,3.1233,100,100,AAA,3/26/2025,Fixed Interest Rate,Simple interest,3.52%,1,3月26日,5,5,A/365F,"March 26, March 26, payment, holiday",5,20
130532.SH,MOF (QINGHAI) 3.52% B250925,3.5195,101.3308,100,103.2638,2.5691,104.6057,,,,9/25/2015,3.6247,100,100,AAA,9/25/2025,Fixed Interest Rate,Simple interest,3.52%,2,3月25日,10,10,A/365,"Every year on September 25 and March 25 interest payment, extended holidays",10,8
130518.SH,MOF (YUNNAN) 3.52% B250922,3.2949,102.1198,100.76,103.1546,2.5984,104.5256,,,,9/22/2015,3.6164,100,100,AAA,9/22/2025,Fixed Interest Rate,Simple interest,3.52%,2,3月22日,10,10,A/365,The interest payment on September 22 and March 22 will be postponed every year,10,50
130522.SH,MOF (YUNNAN) 3.52% B250922,3.5197,101.3598,100,103.1546,2.5984,104.5256,,,,9/22/2015,3.6164,100,100,AAA,9/22/2025,Fixed Interest Rate,Simple interest,3.52%,2,3月22日,10,10,A/365,The interest payment on September 22 and March 22 will be postponed every year,10,42
173119.SH,MOF (ANHUI) 3.52% B310310,3.5201,101.4755,100,103.9973,3.0132,105.485,,,,3/10/2021,9.0795,100,100,AAA,3/10/2031,Fixed Interest Rate,Simple interest,3.52%,2,3月10日,10,10,A/365,The interest payment holidays are postponed on March 10 and September 10,10,142.7295
173120.SH,MOF (ANHUI) 3.52% B310310,3.5201,101.4755,100,103.9973,3.0132,105.485,,,,3/10/2021,9.0795,100,100,AAA,3/10/2031,Fixed Interest Rate,Simple interest,3.52%,2,3月10日,10,10,A/365,The interest payment holidays are postponed on March 10 and September 10,10,62.8256
